YYMM;YY;MM;Regions;Consommation;Thermique;Nucleaire;Eolien;Solaire;Hydraulique;Pompage;Bioenergies;Production;Renouvelable;Balance
1901;19;1;CVDL;4518435;171946;15320602;453529;18528;10518;0;80310;16055433;562885;11536998
1901;19;1;GE;9752928;2765429;16911118;1350318;57231;1201157;-97931;167185;22354507;2677960;12601579
1901;19;1;HF;10754090;2771666;8069581;1576199;8485;2973;0;184104;12613008;1771761;1858918
1901;19;1;IDF;16177195;777129;0;21788;5491;12500;0;224779;1041687;264558;-15135508
1901;19;1;N;6216673;724826;8502061;290084;9193;20954;0;80050;9627168;400281;3410495
1901;19;1;NlleA;10253943;418888;9623274;382584;195322;404377;0;295196;11319641;1277479;1065698
1901;19;1;O;9308689;135972;3798223;927430;196042;1701622;-291440;132360;6600209;2666014;-2708480
1901;19;1;PACA;9320482;2341700;0;35870;195081;1715687;-10119;143920;4422139;2080439;-4898343
1901;19;1;PDL;6224419;1054022;0;293168;37750;5737;0;71540;1462217;408195;-4762202
1902;19;2;AURA;12379092;520948;16307375;179103;157446;4440584;-522309;180541;21263688;4435365;8884596
1902;19;2;B;4252816;352961;0;319278;29687;96895;-9607;62387;851601;498640;-3401215
1902;19;2;BFC;4034953;230692;0;259136;46312;194154;-11128;60679;779845;549153;-3255108
1902;19;2;CVDL;3638640;131448;15343021;369849;43722;22969;0;73344;15984353;509884;12345713
1902;19;2;GE;8269775;1986428;13672891;1147843;130115;1066173;-85188;155018;18073280;2413961;9803505
1902;19;2;HF;9026663;2157619;6669362;1470302;19613;2711;0;157632;10477239;1650258;1450576
1902;19;2;IDF;13270272;597053;0;18472;11889;12078;0;198631;838123;241070;-12432149
1902;19;2;N;5205339;872367;8948994;303222;20865;24572;0;57819;10227839;406478;5022500
1902;19;2;NlleA;8045010;354833;8684012;345509;435766;661904;0;266141;10748165;1709320;2703155
1902;19;2;O;7241608;119909;2517438;525350;333088;1843204;-267577;126180;5197592;2560245;-2044016
1902;19;2;PACA;7577774;1627503;0;12765;258963;1602235;-10097;144136;3635505;2008002;-3942269
1902;19;2;PDL;5142012;686177;0;305386;73717;5277;0;63474;1134031;447854;-4007981
1903;19;3;AURA;12082635;329773;14987816;281422;223742;4804368;-742192;197084;20082013;4764424;7999378
1903;19;3;B;4227543;372119;0;508393;41981;88712;-8239;69986;1072952;700833;-3154591
1903;19;3;BFC;3986374;200649;0;473353;64422;238470;-11712;70603;1035785;835136;-2950589
1903;19;3;CVDL;3555928;139456;14449595;659264;60009;19060;0;80838;15408222;819171;11852294
1903;19;3;GE;8293284;1052469;13791032;2180987;172144;1449380;-109474;174732;18711270;3867769;10417986
1903;19;3;HF;9234302;1522249;6478947;2419955;26015;2978;0;177618;10627762;2626566;1393460
1903;19;3;IDF;12865608;531374;0;38433;16538;14703;0;209998;811046;279672;-12054562
1903;19;3;N;5194136;625625;10739314;472785;27346;25310;0;75627;11966007;601068;6771871
1903;19;3;NlleA;7771166;315945;8337710;502447;620307;688242;0;299746;10764397;2110742;2993231
1903;19;3;O;6661466;117468;2255055;797153;479255;1655181;-258970;144217;5189359;2816836;-1472107
1903;19;3;PACA;6932630;934120;0;20703;379920;1322715;-17966;152347;2791839;1857719;-4140791
1903;19;3;PDL;5079399;451903;0;500681;105237;6890;0;73034;1137745;685842;-3941654
1904;19;4;AURA;10530478;110386;11828424;207073;228791;3974788;-596071;158213;15911604;3972794;5381126
1904;19;4;B;3705935;5651;0;273436;48386;90703;-9366;68236;477046;471395;-3228889
1904;19;4;BFC;3451989;86701;0;230886;69833;145583;-12807;68419;588615;501914;-2863374
1904;19;4;CVDL;2957896;16902;13119565;339921;70563;6253;0;86302;13639506;503039;10681610
1904;19;4;GE;7358202;1178627;12046603;1004430;191914;1236650;-88393;162715;15732546;2507316;8374344
1904;19;4;HF;8040472;1245475;5234023;1106543;31642;3710;0;169606;7790999;1311501;-249473
1904;19;4;IDF;10975545;3980;0;19450;18880;14327;0;166371;223008;219028;-10752537
1904;19;4;N;4524840;448244;10359165;223179;35256;23204;0;59689;11148737;341328;6623897
1904;19;4;NlleA;6835790;24105;7421788;261421;628133;570932;0;268003;9174382;1728489;2338592
1904;19;4;O;6102197;1008;3457810;679461;456932;1634734;-85708;116629;6260866;2802048;158669
1904;19;4;PACA;6492374;842775;0;19845;343930;1285411;-6876;114948;2600033;1757258;-3892341
1904;19;4;PDL;4402308;312042;0;277262;118751;4609;0;68662;781326;469284;-3620982
1905;19;5;AURA;10088067;88932;13076357;240074;279050;5001396;-677721;186155;18194243;5028954;8106176
1905;19;5;B;3268100;2288;0;211598;61091;95231;-11562;73281;431927;429639;-2836173
1905;19;5;BFC;3342931;38702;0;244113;85211;140163;-7100;52185;553274;514572;-2789657
1905;19;5;CVDL;2725839;10553;12730185;324412;79908;8264;0;93569;13246891;506153;10521052
1905;19;5;GE;7108776;1067291;9891825;898421;221408;1639718;-95750;165560;13788473;2829357;6679697
1905;19;5;HF;7756132;830725;4981259;974505;40102;3305;0;174561;7004457;1192473;-751675
1905;19;5;IDF;10536657;186;0;20763;23509;14233;0;191241;249932;249746;-10286725
1905;19;5;N;4224274;415889;11251881;185196;43042;20304;0;73580;11989892;322122;7765618
1905;19;5;NlleA;6394524;38046;8106647;246770;760749;661595;0;278251;10092058;1947365;3697534
1905;19;5;O;5429410;152;3253199;787249;577501;1910361;-407282;124399;6245579;2992228;816169
1905;19;5;PACA;5942334;1036442;0;23995;427454;1533587;-930;157019;3177567;2141125;-2764767
1905;19;5;PDL;3952314;366283;0;259928;146870;2973;0;72770;848824;482541;-3103490
1906;19;6;AURA;9237268;166096;13183653;140851;299998;5751142;-591802;146707;19096645;5746896;9859377
1906;19;6;B;2965795;2668;0;190746;60988;95383;-13090;64860;401555;398887;-2564240
1906;19;6;BFC;2960964;34434;0;198208;90184;76073;-180;42692;441411;406977;-2519553
1906;19;6;CVDL;2463891;23;11014543;280921;85828;5376;0;83676;11470367;455801;9006476
1906;19;6;GE;6478048;857071;8778473;815737;233407;1815855;-91836;157035;12565742;2930198;6087694
1906;19;6;HF;7000220;1035677;3494934;1024796;43096;1309;0;174451;5774263;1243652;-1225957
1906;19;6;IDF;9490945;2002;0;17929;25459;9531;0;181213;236134;234132;-9254811
1906;19;6;N;3743420;321397;10308942;191818;44289;17605;0;76462;10960513;330174;7217093
1906;19;6;NlleA;5904616;37685;7787773;216401;798583;462030;0;228794;9531266;1705808;3626650
1906;19;6;O;5079345;149;2509458;439627;607888;1645066;-391376;116768;4927580;2417973;-151765
1906;19;6;PACA;5845885;805775;0;10080;451787;1655416;-131;123578;3046505;2240730;-2799380
1906;19;6;PDL;3601661;190352;0;213282;155689;2105;0;74512;635940;445588;-2965721
1907;19;7;AURA;9821378;235038;15105197;117458;330950;4583920;-411201;166678;20128040;4787805;10306662
1907;19;7;B;3052792;4241;0;209407;69154;97362;-13543;73868;440489;436248;-2612303
1907;19;7;BFC;3068285;39380;0;186997;100949;32542;-288;41901;401481;362101;-2666804
1907;19;7;CVDL;2690267;644;10349557;273976;95338;314;0;89609;10809438;459237;8119171
1907;19;7;GE;6672951;1610275;8822800;710704;242185;1557200;-86304;170827;13027687;2594612;6354736
1907;19;7;HF;7207000;1536342;4855205;866571;44331;495;0;191032;7493976;1102429;286976
1907;19;7;IDF;9509833;33271;0;18561;27576;6686;0;223837;309931;276660;-9199902
1907;19;7;N;3798599;366365;8938548;165342;49763;8705;0;50404;9579127;274214;5780528
1907;19;7;NlleA;6468285;33925;7454926;187351;877242;148269;0;248611;8950324;1461473;2482039
1907;19;7;O;5960277;93;2823236;429507;644202;1055004;-281601;134862;4805303;1981974;-1154974
1907;19;7;PACA;6645273;1236239;0;9928;454905;1277665;-3413;130671;3105995;1869756;-3539278
1907;19;7;PDL;3862196;509993;0;228374;165320;112;0;71408;975207;465214;-2886989
1908;19;8;AURA;8707992;142852;13884195;116522;303523;3496960;-546731;176961;17574282;3547235;8866290
1908;19;8;B;2935298;2780;0;219465;59658;102224;-12283;73804;445648;442868;-2489650
1908;19;8;BFC;2632575;61219;0;161948;91208;59232;-5299;36510;404818;343599;-2227757
1908;19;8;CVDL;2480402;17148;10917294;270016;85047;600;0;94867;11384972;450530;8904570
1908;19;8;GE;5996497;1059808;9881134;662315;230242;1616167;-182575;176816;13443907;2502965;7447410
1908;19;8;HF;6569900;1342117;4705588;906017;40638;127;0;188410;7182897;1135192;612997
1908;19;8;IDF;8388083;27027;0;24420;24344;4338;0;201350;281479;254452;-8106604
1908;19;8;N;3529743;409130;7205935;186629;45031;11031;0;81089;7938845;323780;4409102
1908;19;8;NlleA;6038411;27593;5714163;175411;810224;118732;0;268396;7114519;1372763;1076108
1908;19;8;O;5490014;84;3091286;327217;615240;954312;-324731;143470;4806878;1715508;-683136
1908;19;8;PACA;6382140;690992;0;11285;419671;1107522;-13631;241665;2457504;1766512;-3924636
1908;19;8;PDL;3483464;370466;0;209594;145138;29;0;75761;800988;430522;-2682476
1909;19;9;AURA;9041803;329826;13765997;151247;257314;2228456;-663794;161862;16230908;2135085;7189105
1909;19;9;B;2957098;3048;0;338930;48800;95796;-10844;68298;544028;540980;-2413070
1909;19;9;BFC;2958318;80989;0;270389;78343;77949;-10299;33354;530725;449736;-2427593
1909;19;9;CVDL;2527181;19935;9926160;435442;71027;700;0;93550;10546814;600719;8019633
1909;19;9;GE;6428200;1765444;10160238;1162901;203050;1221511;-166855;157450;14503739;2578057;8075539
1909;19;9;HF;7071992;1354675;4533314;1411469;32681;100;0;168029;7500268;1612279;428276
1909;19;9;IDF;9067077;34266;0;39304;22992;6901;0;187954;291417;257151;-8775660
1909;19;9;N;3696379;346582;6238647;286154;35715;10624;0;72807;6990529;405300;3294150
1909;19;9;NlleA;5775967;27063;7120560;276279;669914;184644;0;269648;8548108;1400485;2772141
1909;19;9;O;5179949;545;3278212;498914;508198;658334;-224644;107591;4827150;1548393;-352799
1909;19;9;PACA;5699181;1166660;0;13662;355188;660844;-14555;162275;2344074;1177414;-3355107
1909;19;9;PDL;3613353;459327;0;349308;122450;0;0;64789;995874;536547;-2617479
1910;19;10;AURA;9798793;459213;14503418;234159;160189;3676592;-766674;152298;18419195;3456564;8620402
1910;19;10;B;3558167;3879;0;372940;29595;100272;-9878;63899;560707;556828;-2997460
1910;19;10;BFC;3370382;69287;0;368541;42772;150135;-9702;35864;656897;587610;-2713485
1910;19;10;CVDL;2829808;32520;9477772;533252;39055;3202;0;85794;10171595;661303;7341787
1910;19;10;GE;7461363;1777919;15522351;1615404;160619;1425886;-147436;166188;20520931;3220661;13059568
1910;19;10;HF;8164298;1845694;3886085;1839429;21034;1184;0;182001;7775427;2043648;-388871
1910;19;10;IDF;11089626;103338;0;46065;14803;9833;0;203718;377757;274419;-10711869
1910;19;10;N;4331576;230649;4662088;377767;21886;17254;0;81476;5391120;498383;1059544
1910;19;10;NlleA;6362243;88443;8255909;330805;411168;217623;0;243983;9547931;1203579;3185688
1910;19;10;O;5331857;1243;1906969;648096;334034;921854;-86359;119138;3844975;1936763;-1486882
1910;19;10;PACA;5801561;1244533;0;16442;251162;1053786;-6088;125487;2685322;1440789;-3116239
1910;19;10;PDL;4157836;458336;0;344214;73107;1489;0;80535;957681;499345;-3200155
1911;19;11;AURA;11591964;674309;11942292;213651;92699;5623832;-729017;185179;18002945;5386344;6410981
1911;19;11;B;4407354;306433;0;420181;19798;109999;-10000;63255;909666;603233;-3497688
1911;19;11;BFC;3872016;232346;0;375896;26187;181661;-6487;36507;846110;613764;-3025906
1911;19;11;CVDL;3524463;131071;10077763;550632;24946;26022;0;85177;10895611;686777;7371148
1911;19;11;GE;8405857;2375329;16162826;1593981;94727;1403310;-171368;175605;21634410;3096255;13228553
1911;19;11;HF;9179722;2397548;4820497;1680180;12940;3020;0;185097;9099282;1881237;-80440
1911;19;11;IDF;13451751;694625;0;45747;9261;12497;0;202316;964446;269821;-12487305
1911;19;11;N;5235455;779565;5272987;342794;14339;28863;0;84269;6522817;470265;1287362
1911;19;11;NlleA;8199106;288594;8150393;399429;212666;943875;0;245540;10240497;1801510;2041391
1911;19;11;O;6990223;103211;1812390;644344;214889;2501354;-303974;134655;5106869;3191268;-1883354
1911;19;11;PACA;7329701;2060806;0;14343;147293;1942800;-60;137836;4303018;2242212;-3026683
1911;19;11;PDL;5210524;1206100;0;412364;45793;3662;0;77273;1745192;539092;-3465332
1912;19;12;AURA;12566015;542389;14918510;275070;93716;6431931;-850544;205670;21616742;6155843;9050727
1912;19;12;B;4810366;371879;0;548441;17732;117467;-11869;71260;1114910;743031;-3695456
1912;19;12;BFC;4068023;237270;0;522854;25927;291602;-3100;47721;1122274;885004;-2945749
1912;19;12;CVDL;3840347;156215;10477697;683448;24466;65552;0;87338;11494716;860804;7654369
1912;19;12;GE;8879448;1774409;17003674;2192692;59632;1534871;-187670;183599;22561207;3783124;13681759
1912;19;12;HF;9633354;1834345;6426224;2619626;11785;3172;0;189469;11084621;2824052;1451267
1912;19;12;IDF;14392704;577622;0;59181;8790;6144;0;197445;849182;271560;-13543522
1912;19;12;N;5678876;725455;6021742;524773;13447;25353;0;88593;7399363;652166;1720487
1912;19;12;NlleA;8662433;290939;7927446;522760;202156;1384414;0;248245;10575960;2357575;1913527
1912;19;12;O;7397391;135228;3151221;799774;194949;3368647;-391933;136218;7394104;4107655;-3287
1912;19;12;PACA;7841643;1293581;0;18481;157814;2274315;-4565;153650;3893276;2599695;-3948367
1912;19;12;PDL;5637246;812239;0;551241;42866;5072;0;81368;1492786;680547;-4144460
2001;20;1;AURA;13645505;678679;16760424;242538;102009;5261088;-610720;205981;22639999;5200896;8994494
2001;20;1;B;4910735;378047;0;505643;17834;118674;-14358;73867;1079707;701660;-3831028
2001;20;1;BFC;4388881;253129;0;417443;28046;186540;-7896;64248;941510;688381;-3447371
2001;20;1;CVDL;4094049;181835;13900677;663914;27981;35193;0;85899;14895499;812987;10801450
2001;20;1;GE;9123842;2250625;17271565;1855870;39894;1132907;-181203;178338;22547996;3025806;13424154
2001;20;1;HF;10113598;2600139;6211163;2338976;9926;3771;0;187411;11351386;2540084;1237788
2001;20;1;IDF;15081765;520461;0;53202;7574;8372;0;198516;788125;267664;-14293640
2001;20;1;N;5919292;713640;8550293;429851;12608;28057;0;85697;9820146;556213;3900854
2001;20;1;NlleA;9184553;337857;8357006;565648;256585;844303;0;251095;10612494;1917631;1427941
2001;20;1;O;8200410;136470;3615434;690887;214781;2594363;-240948;138330;7149317;3397413;-1051093
2001;20;1;PACA;8389934;1876131;0;14204;154686;2314834;-10528;160659;4509986;2633855;-3879948
2001;20;1;PDL;5827760;1001495;0;546766;45315;7721;0;79124;1680421;678926;-4147339
2002;20;2;AURA;12012413;465782;15287282;291133;150917;5312135;-842572;183875;20848552;5095488;8836139
2002;20;2;B;4348267;373377;0;679477;25581;115586;-10852;68922;1252091;878714;-3096176
2002;20;2;BFC;3881479;217726;0;588801;39663;261253;-10854;67386;1163975;946249;-2717504
2002;20;2;CVDL;3652424;147864;13007107;953547;40633;42139;0;78443;14269733;1114762;10617309
2002;20;2;GE;8109817;1398560;12197069;2814999;61962;1466413;-148800;163291;17953494;4357865;9843677
2002;20;2;HF;9214056;1652275;5704076;3655028;15386;2611;0;168364;11197740;3841389;1983684
2002;20;2;IDF;12858920;434128;0;75125;11296;3406;0;159199;683154;249026;-12175766
2002;20;2;N;5257349;594701;8139946;645742;17955;17973;0;82097;9498414;763767;4241065
2002;20;2;NlleA;7868710;316037;8817449;619636;386942;772810;0;281994;11194868;2061382;3326158
2002;20;2;O;6689671;127772;3159157;755636;326776;2010695;-354092;124728;6150672;2863743;-538999
2002;20;2;PACA;7228841;1192688;0;15965;244749;2522278;-14377;137522;4098825;2906137;-3130016
2002;20;2;PDL;5109745;690520;0;687262;65291;6534;0;74287;1523894;833374;-3585851
2003;20;3;AURA;11075641;441257;12745041;191246;226163;6028942;-650827;185870;19167692;5981394;8092051
2003;20;3;B;4259076;384170;0;514525;40624;117022;-11230;73304;1118415;734245;-3140661
2003;20;3;BFC;3597213;229636;0;432869;63825;243756;-8349;67182;1028919;799283;-2568294
2003;20;3;CVDL;3449396;148623;13914778;727154;65375;45273;0;84282;14985485;922084;11536089
2003;20;3;GE;7580535;1257796;8363976;2175531;106609;1586416;-136392;178411;13532347;3910575;5951812
2003;20;3;HF;8862691;1641255;6664727;2666638;25772;2724;0;191887;11193003;2887021;2330312
2003;20;3;IDF;12390543;568257;0;59353;18070;1945;0;207550;855175;286918;-11535368
2003;20;3;N;5129023;541085;7967481;467483;31096;10079;0;82358;9099582;591016;3970559
2003;20;3;NlleA;7711369;272816;8184197;478727;542330;1188714;0;300894;10967678;2510665;3256309
2003;20;3;O;6552556;113915;3429620;733039;441857;2794236;-317325;128907;7324249;3780714;771693
2003;20;3;PACA;6988273;1116284;0;18391;330854;2548234;-5036;159753;4168480;3052196;-2819793
2003;20;3;PDL;4969833;507112;0;533300;106990;7405;0;80146;1234953;727841;-3734880
2004;20;4;AURA;8481915;36201;10771728;134185;284897;4664632;-634594;153598;15410647;4602718;6928732
2004;20;4;B;3038253;3353;0;255253;54189;97092;-10911;70883;469859;466506;-2568394
2004;20;4;BFC;2743563;41779;0;233189;86515;71115;-13897;65588;484289;442510;-2259274
2004;20;4;CVDL;2507165;11004;12485598;353105;91362;14392;0;91284;13046745;550143;10539580
2004;20;4;GE;5651194;116412;7153631;1068743;156770;1053161;-155960;167074;9559831;2289788;3908637
2004;20;4;HF;6595903;427553;6170223;1215465;39023;2883;0;178902;8034049;1436273;1438146
2004;20;4;IDF;8533838;2717;0;30923;26721;11094;0;198985;270440;267723;-8263398
2004;20;4;N;3692016;276415;6924501;202626;44289;24284;0;80179;7552294;351378;3860278
2004;20;4;NlleA;5639717;27686;7158663;287446;656815;618148;0;272005;9020763;1834414;3381046
2004;20;4;O;5022473;2243;2957729;478864;514467;2032706;-309617;124111;5800503;2840531;778030
2004;20;4;PACA;5443185;182065;0;5248;388797;1486425;-17863;148153;2192825;2010760;-3250360
2004;20;4;PDL;3594376;14693;0;281887;141594;4901;0;78109;521184;506491;-3073192
2005;20;5;AURA;8559714;64340;10772140;192805;332234;5949408;-716514;172693;16767106;5930626;8207392
2005;20;5;B;2877911;3122;0;302750;72312;93274;-11795;77432;537095;533973;-2340816
2005;20;5;BFC;2892255;64267;0;282352;95367;81276;-13773;68728;578217;513950;-2314038
2005;20;5;CVDL;2436052;7325;11837666;428140;109056;31241;0;97963;12511391;666400;10075339
2005;20;5;GE;5934227;476772;6300618;1062694;174931;1355696;-122870;175950;9423791;2646401;3489564
2005;20;5;HF;6757783;763944;6269470;1447365;47525;3273;0;176112;8707689;1674275;1949906
2005;20;5;IDF;8779529;3044;0;34806;32761;10285;0;191905;272801;269757;-8506728
2005;20;5;N;3605623;290845;6125464;243566;56546;24428;0;80030;6820879;404570;3215256
2005;20;5;NlleA;5610886;25387;4834995;404932;862694;751904;0;264459;7144371;2283989;1533485
2005;20;5;O;4750882;133;3265431;538768;642128;2450843;-356589;119823;6660537;3394973;1909655
2005;20;5;PACA;5135655;401109;0;15928;444152;2539474;-19967;157093;3537789;3136680;-1597866
2005;20;5;PDL;3607957;295317;0;354254;179799;3688;0;80702;913760;618443;-2694197
2006;20;6;AURA;8690956;402861;9951524;130175;311406;5851877;-478856;164678;16333665;5979280;7642709
2006;20;6;B;2903652;16436;0;212195;60062;89366;-11367;64020;430712;414276;-2472940
2006;20;6;BFC;2768707;83678;0;189854;85573;83639;-12071;63953;494626;410948;-2274081
2006;20;6;CVDL;2361596;7233;7033818;314891;92783;8418;0;86596;7543739;502688;5182143
2006;20;6;GE;6115850;1313338;8097534;851652;155085;1395609;-93975;180822;11900065;2489193;5784215
2006;20;6;HF;6635385;1045101;4783044;1132039;41642;2783;0;171885;7176494;1348349;541109
2006;20;6;IDF;8791958;150102;0;25706;29179;6583;0;210903;422473;272371;-8369485
2006;20;6;N;3502876;271849;5992077;199336;48460;16772;0;84403;6612897;348971;3110021
2006;20;6;NlleA;5652101;23446;3421125;258098;825803;470541;0;264607;5263620;1819049;-388481
2006;20;6;O;4907866;37;3365879;494159;626557;2089239;-226112;95731;6445490;3079574;1537624
2006;20;6;PACA;5359942;1109020;0;16041;468907;2705909;-8928;121327;4412276;3303256;-947666
2006;20;6;PDL;3522255;438327;0;263822;149098;1635;0;78877;931759;493432;-2590496
2007;20;7;AURA;9211028;479749;10922463;122423;371106;4797223;-269459;157880;16581385;5179173;7370357
2007;20;7;B;3036916;38041;0;215087;68739;97493;-14732;76964;481592;443551;-2555324
2007;20;7;BFC;2895130;47715;0;173166;103739;48438;-11527;75221;436752;389037;-2458378
2007;20;7;CVDL;2585150;14383;7737854;310751;115824;2778;0;92979;8274569;522332;5689419
2007;20;7;GE;6388860;577971;8717993;842270;176917;1364167;0;184129;11863447;2567483;5474587
2007;20;7;HF;6970918;1478319;4688174;1313239;45306;1476;0;172835;7699349;1532856;728431
2007;20;7;IDF;8816794;216918;0;27713;36353;5644;0;229575;516203;299285;-8300591
2007;20;7;N;3620671;356004;5213700;223685;55095;15339;0;86236;5950059;380355;2329388
2007;20;7;NlleA;6336333;67474;4364242;218713;958132;172233;0;263339;6044133;1612417;-292200
2007;20;7;O;5737829;189;3324020;500987;716824;1184441;-222641;117197;5621017;2296808;-116812
2007;20;7;PACA;6174154;1315110;0;14092;505756;1522091;-10801;117123;3463371;2148261;-2710783
2007;20;7;PDL;3743587;746755;0;235380;182113;87;0;82326;1246661;499906;-2496926
2008;20;8;AURA;8495491;420815;11331068;129635;325290;3853851;-563044;144607;15642222;3890339;7146731
2008;20;8;B;2950003;10620;0;235910;60723;94718;-13258;79581;468294;457674;-2481709
2008;20;8;BFC;2713056;34705;0;176856;90726;37946;-8841;44148;375540;340835;-2337516
2008;20;8;CVDL;2432904;15821;8050281;315143;98333;2730;0;97069;8579377;513275;6146473
2008;20;8;GE;5871867;731927;9503812;833596;156859;1201975;0;183360;12611529;2375790;6739662
2008;20;8;HF;6460555;1713356;5499603;1204562;42526;675;0;182376;8643098;1430139;2182543
2008;20;8;IDF;8598640;75907;0;28160;34744;5056;0;200453;344320;268413;-8254320
2008;20;8;N;3459341;352089;5415257;222755;47226;14059;0;84293;6135679;368333;2676338
2008;20;8;NlleA;6108069;16797;3835623;217383;828301;107420;0;258103;5263627;1411207;-844442
2008;20;8;O;5572031;89;2090389;489552;642515;957522;-238680;124965;4066352;1975874;-1505679
2008;20;8;PACA;6229002;1333977;0;11992;471423;1071433;-8103;123583;3004305;1670328;-3224697
2008;20;8;PDL;3487272;348274;0;215622;154857;140;0;85667;804560;456286;-2682712
2009;20;9;AURA;9028352;486397;12866038;133737;268606;3302040;-652996;155810;16559632;3207197;7531280
2009;20;9;B;3060315;18229;0;204345;48476;92163;-11628;75302;426887;408658;-2633428
2009;20;9;BFC;2929911;82624;0;217110;78272;93640;-5934;42269;507981;425357;-2421930
2009;20;9;CVDL;2474823;22323;8252853;345405;84550;1948;0;79860;8786939;511763;6312116
2009;20;9;GE;6354101;1207149;7449666;875827;126311;1099919;-6;167200;10926066;2269251;4571965
2009;20;9;HF;7076604;1909392;4264484;1309953;34626;100;0;166852;7685407;1511531;608803
2009;20;9;IDF;9190950;178868;0;31031;29552;5232;0;234787;479470;300602;-8711480
2009;20;9;N;3688722;761069;5214697;212091;39585;11437;0;80447;6319326;343560;2630604
2009;20;9;NlleA;5942725;64970;4369699;235651;693716;220444;0;212692;5797172;1362503;-145553
2009;20;9;O;5213761;264;1049417;475181;516308;911182;-198810;98854;2852396;1802715;-2361365
2009;20;9;PACA;5614584;906993;0;10534;361297;958998;-6840;105646;2336628;1429635;-3277956
2009;20;9;PDL;3648146;107015;0;227259;127221;136;0;78779;540410;433395;-3107736
2010;20;10;AURA;10583380;316964;14084964;246584;153538;4536981;-789438;150464;18700057;4298129;8116677
2010;20;10;B;3777234;10912;0;448284;31640;97133;-8804;71878;651043;640131;-3126191
2010;20;10;BFC;3560559;84597;0;436988;39452;99818;-8105;49873;702623;618026;-2857936
2010;20;10;CVDL;3096644;31217;9554587;655718;44072;15298;0;83757;10384649;798845;7288005
2010;20;10;GE;7544078;1189706;13156663;2048300;67005;1361201;-41644;178112;17959343;3612974;10415265
2010;20;10;HF;8198412;1621958;3954073;2563637;19404;1087;0;170803;8330962;2754931;132550
2010;20;10;IDF;11209370;8950;0;61001;16065;9838;0;144629;240483;231533;-10968887
2010;20;10;N;4488471;392310;6669396;420752;23622;17626;0;90069;7613775;552069;3125304
2010;20;10;NlleA;7050454;79157;7259808;489838;418427;649402;0;221595;9118227;1779262;2067773
2010;20;10;O;6026045;2667;1764998;749401;329995;1827497;-279821;112259;4506996;2739331;-1519049
2010;20;10;PACA;6236618;826458;0;20762;286698;1604907;-17458;132965;2854332;2027874;-3382286
2010;20;10;PDL;4434486;302826;0;478704;75848;1143;0;72550;931071;628245;-3503415
2011;20;11;AURA;10921150;633689;13499445;197306;140221;3933622;-652928;192841;17944196;3811062;7023046
2011;20;11;B;3914574;293470;0;384481;25630;105137;-12152;68568;865134;571664;-3049440
2011;20;11;BFC;3605178;197114;0;298469;40566;112567;-8494;66941;707163;510049;-2898015
2011;20;11;CVDL;3335215;110468;12225784;432732;43183;11365;0;76399;12899931;563679;9564716
2011;20;11;GE;7855545;1438905;14781708;1294283;60512;1173776;-145216;176518;18780486;2559873;10924941
2011;20;11;HF;8477541;2110477;5462644;1911968;14936;1536;0;173655;9675216;2102095;1197675
2011;20;11;IDF;11734080;527260;0;39310;13178;10240;0;159745;749733;222473;-10984347
2011;20;11;N;4767121;602295;8629605;351460;17056;19233;0;91610;9711259;479359;4944138
2011;20;11;NlleA;7266504;257787;7068878;399632;394162;511240;0;218399;8850098;1523433;1583594
2011;20;11;O;6201085;90479;1439433;625645;272515;1735156;-257447;118819;4024600;2494688;-2176485
2011;20;11;PACA;6547878;1829444;0;24424;208063;1386979;-16230;131881;3564561;1735117;-2983317
2011;20;11;PDL;4645682;648786;0;383789;67872;3199;0;80938;1184584;535798;-3461098
2012;20;12;AURA;12912765;587604;15321447;283586;69316;5036139;-803200;188031;20682923;4773872;7770158
2012;20;12;B;4807904;362511;0;540164;16952;119182;-14623;72498;1096684;734173;-3711220
2012;20;12;BFC;4249664;203932;0;440038;18721;170671;-8681;59390;884071;680139;-3365593
2012;20;12;CVDL;3992837;127423;13452932;733848;20219;44779;0;88888;14468089;887734;10475252
2012;20;12;GE;8607872;1555574;13661336;1837717;28412;1248213;-148270;177967;18360949;3144039;9753077
2012;20;12;HF;9397460;2081014;5534696;2459114;10124;2170;0;190064;10277182;2661472;879722
2012;20;12;IDF;14023351;824480;0;64561;7535;8206;0;177370;1082152;257672;-12941199
2012;20;12;N;5618656;750006;9152442;472201;10390;22792;0;85749;10493580;591132;4874924
2012;20;12;NlleA;9059677;269810;8734907;644417;184556;957240;0;246466;11037396;2032679;1977719
2012;20;12;O;8275170;129654;2967969;751373;154871;2273115;-264927;125280;6137335;3039712;-2137835
2012;20;12;PACA;8298532;1705088;0;22507;129139;1498154;-19125;160515;3496278;1791190;-4802254
2012;20;12;PDL;5542368;1038515;0;581964;39759;6623;0;68175;1735036;696521;-3807332
2101;21;1;AURA;14540073;703232;15669238;240713;78605;6276703;-596523;187602;22559570;6187100;8019497
2101;21;1;B;5328985;378178;0;408103;15986;123135;-13500;70757;982659;604481;-4346326
2101;21;1;BFC;4670538;215389;0;448096;19169;318196;-2321;64535;1063064;847675;-3607474
2101;21;1;CVDL;4402994;176455;14866294;625845;24745;59605;0;89180;15842124;799375;11439130
2101;21;1;GE;9482059;1963769;13261280;1739907;26940;1302384;-152523;185142;18326899;3101850;8844840
